quartile,mean_profit,lambda_may
0.1,-3905.0219200611664,0
0.1,-4011.022796441847,0
0.1,-3906.177112305485,0
0.1,-3904.251791898286,0
0.1,-3904.48283034715,0
0.1,-4011.022796441847,0
0.1,-3904.4828303471504,0
0.1,-3905.175945693742,0
0.1,-3904.9449072448774,0
0.1,-4011.022796441847,0
0.1,-3905.0219200611664,0
0.1,-3904.7138687960137,0
0.1,-3904.9449072448774,0
0.1,-4011.0220285310083,0
0.1,-3905.175945693742,0
0.1,-3905.792048224046,0
0.1,-3904.328804714574,0
0.1,-3904.020753449422,0
0.1,-3905.098932877454,0
0.1,-3905.175945693742,0
0.1,-4011.0220285310083,0
0.1,-3905.63802259147,0
0.1,-4011.020086576215,0
0.1,-3904.0977662657106,0
0.1,-3906.5621763869262,0
0.1,-3906.4851635706377,0
0.1,-3905.25295851003,0
0.1,-4011.0229173515977,0
0.1,-3904.8678944285903,0
0.1,-3905.561009775182,0
0.1,-3904.7138687960137,0
0.1,-3905.63802259147,0
0.1,-4011.0220285310083,0
0.1,-3904.790881612302,0
0.1,-3905.5610097751814,0
0.1,-3904.713868796014,0
0.1,-3904.7908816123017,0
0.1,-3905.25295851003,0
0.1,-3905.0989328774535,0
0.1,-3905.25295851003,0
0.1,-3904.713868796014,0
0.1,-3904.48283034715,0
0.1,-3905.9460738566227,0
0.1,-3904.6368559797265,0
0.1,-3905.0219200611655,0
0.1,-4011.020086576215,0
0.1,-3905.1759456937416,0
0.1,-3906.1771123054864,0
0.1,-3904.7138687960137,0
0.1,-3905.63802259147,0
0.1,-3905.0219200611664,0
0.1,-3904.48283034715,0
0.1,-3904.5598431634376,0
0.1,-3904.6368559797265,0
0.1,-3904.1747790819986,0
0.1,-3905.715035407757,0
0.1,-3904.5598431634376,0
0.1,-3904.713868796014,0
0.1,-3904.6368559797256,0
0.1,-3904.48283034715,0
0.1,-3904.5598431634376,0
0.1,-3905.4069841426053,0
0.1,-3904.9449072448774,0
0.1,-3905.0989328774535,0
0.1,-3905.2529585100297,0
0.1,-4011.020086576215,0
0.1,-3905.0989328774535,0
0.1,-3904.6368559797265,0
0.1,-3904.482830347151,0
0.1,-3905.0989328774535,0
0.1,-3905.483996958894,0
0.1,-4011.0227410854513,0
0.1,-3904.8678944285903,0
0.1,-3905.098932877454,0
0.1,-3904.6368559797256,0
0.1,-3905.4839969588947,0
0.1,-3906.7162020195024,0
0.1,-3904.9449072448774,0
0.1,-3904.7908816123017,0
0.1,-3904.48283034715,0
0.1,-4011.020086576215,0
0.1,-3905.175945693742,0
0.1,-3904.7138687960137,0
0.1,-3904.8678944285903,0
0.1,-3904.8678944285903,0
0.1,-3904.405817530862,0
0.1,-3905.3299713263173,0
0.1,-3905.2529585100297,0
0.1,-4011.0227410854513,0
0.1,-3904.405817530862,0
0.1,-3905.1759456937425,0
0.1,-4011.020086576215,0
0.1,-4011.020086576215,0
0.1,-4011.0229173515977,0
0.1,-4011.0229173515977,0
0.1,-3905.3299713263186,0
0.1,-3905.329971326318,0
0.1,-3904.4828303471504,0
0.1,-3904.7138687960137,0
0.1,-3904.4828303471504,0
0.2,-3904.6368559797256,0
0.2,-3905.2529585100297,0
0.2,-3904.328804714574,0
0.2,-3904.8678944285903,0
0.2,-3905.0219200611664,0
0.2,-3904.5598431634376,0
0.2,-3904.1747790819977,0
0.2,-3904.328804714574,0
0.2,-3905.175945693742,0
0.2,-3905.0219200611664,0
0.2,-3904.09776626571,0
0.2,-3904.48283034715,0
0.2,-3905.0989328774535,0
0.2,-3903.8667278168464,0
0.2,-3904.5598431634376,0
0.2,-3904.5598431634385,0
0.2,-3905.715035407757,0
0.2,-3905.3299713263186,0
0.2,-3904.4828303471504,0
0.2,-3904.09776626571,0
0.2,-3905.792048224045,0
0.2,-3904.405817530862,0
0.2,-3904.328804714574,0
0.2,-3904.86789442859,0
0.2,-3904.5598431634385,0
0.2,-4011.019569612008,0
0.2,-4011.0185329787587,0
0.2,-3904.251791898286,0
0.2,-3905.0989328774535,0
0.2,-3904.7138687960137,0
0.2,-3904.713868796014,0
0.2,-3905.63802259147,0
0.2,-3904.9449072448774,0
0.2,-3905.25295851003,0
0.2,-3905.715035407758,0
0.2,-3905.25295851003,0
0.2,-3905.0219200611655,0
0.2,-3904.86789442859,0
0.2,-3904.86789442859,0
0.2,-3905.0989328774535,0
0.2,-3904.020753449422,0
0.2,-3904.5598431634376,0
0.2,-3905.483996958894,0
0.2,-3904.6368559797265,0
0.2,-3905.098932877454,0
0.2,-4011.019569612008,0
0.2,-3905.3299713263173,0
0.2,-4011.0198341903724,0
0.2,-3905.6380225914704,0
0.2,-3906.1771123054864,0
0.2,-3904.713868796014,0
0.2,-3905.0989328774535,0
0.2,-3904.48283034715,0
0.2,-3904.251791898286,0
0.2,-3904.5598431634376,0
0.2,-3905.3299713263173,0
0.2,-4011.0185329787587,0
0.2,-3904.9449072448783,0
0.2,-3905.175945693742,0
0.2,-4011.0198341903724,0
0.2,-3905.329971326318,0
0.2,-4011.0237187168195,0
0.2,-3905.0989328774535,0
0.2,-3905.4069841426062,0
0.2,-3904.4058175308624,0
0.2,-3904.3288047145743,0
0.2,-3905.483996958894,0
0.2,-3904.7908816123017,0
0.2,-3904.251791898286,0
0.2,-3905.4839969588947,0
0.2,-3905.63802259147,0
0.2,-3904.8678944285907,0
0.2,-3904.7908816123017,0
0.2,-4011.019569612008,0
0.2,-3905.5610097751814,0
0.2,-3904.86789442859,0
0.2,-4011.0237187168195,0
0.2,-3904.7908816123017,0
0.2,-3905.1759456937416,0
0.2,-3904.5598431634385,0
0.2,-3904.86789442859,0
0.2,-3905.0219200611664,0
0.2,-3904.9449072448774,0
0.2,-3904.713868796014,0
0.2,-3904.790881612302,0
0.2,-3905.175945693742,0
0.2,-4011.0222418479316,0
0.2,-3904.790881612302,0
0.2,-4011.0186183814626,0
0.2,-3904.2517918982867,0
0.2,-4011.023880842244,0
0.2,-4011.0245563459057,0
0.2,-3905.1759456937416,0
0.2,-3904.3288047145743,0
0.2,-4011.0185329787587,0
0.2,-3905.4069841426062,0
0.2,-3905.9460738566218,0
0.2,-3904.6368559797265,0
0.2,-3904.09776626571,0
0.2,-3905.098932877454,0
0.3,-3905.1759456937416,0
0.3,-4011.0226758482977,0
0.3,-3905.329971326318,0
0.3,-3904.713868796014,0
0.3,-3905.175945693742,0
0.3,-4011.0191223730985,0
0.3,-4011.0226758482977,0
0.3,-3903.789715000558,0
0.3,-3905.792048224045,0
0.3,-3904.9449072448783,0
0.3,-4011.0226758482977,0
0.3,-3905.483996958894,0
0.3,-3904.4828303471504,0
0.3,-3904.5598431634376,0
0.3,-3905.4069841426062,0
0.3,-3905.098932877454,0
0.3,-4011.01967541473,0
0.3,-3904.405817530862,0
0.3,-3904.0207534494225,0
0.3,-4011.022413773994,0
0.3,-3905.098932877454,0
0.3,-3905.792048224046,0
0.3,-4011.022413773994,0
0.3,-3903.943740633134,0
0.3,-4011.022413773994,0
0.3,-4011.022324553669,0
0.3,-3904.328804714574,0
0.3,-4011.0191223730985,0
0.3,-3905.3299713263173,0
0.3,-3904.6368559797256,0
0.3,-3905.0219200611664,0
0.3,-3905.098932877454,0
0.3,-3906.177112305486,0
0.3,-3905.4839969588934,0
0.3,-4011.022413773994,0
0.3,-3905.0219200611655,0
0.3,-3905.098932877454,0
0.3,-3904.7138687960137,0
0.3,-3904.0977662657106,0
0.3,-4011.0165886533664,0
0.3,-3904.5598431634376,0
0.3,-3905.0219200611655,0
0.3,-3904.328804714574,0
0.3,-3905.098932877454,0
0.3,-3904.7138687960137,0
0.3,-3905.1759456937416,0
0.3,-3905.715035407757,0
0.3,-3905.0989328774535,0
0.3,-3904.8678944285903,0
0.3,-3905.0989328774535,0
0.3,-4011.0191223730985,0
0.3,-3904.5598431634385,0
0.3,-3904.6368559797256,0
0.3,-3904.8678944285903,0
0.3,-3905.25295851003,0
0.3,-3904.405817530862,0
0.3,-3905.2529585100297,0
0.3,-3904.328804714574,0
0.3,-3904.0207534494225,0
0.3,-3904.0977662657106,0
0.3,-3905.0989328774535,0
0.3,-3905.098932877454,0
0.3,-3905.5610097751824,0
0.3,-4011.0226758482977,0
0.3,-3905.715035407758,0
0.3,-3905.63802259147,0
0.3,-3905.2529585100297,0
0.3,-3905.329971326318,0
0.3,-3904.9449072448783,0
0.3,-4011.022324553669,0
0.3,-3904.8678944285907,0
0.3,-3905.63802259147,0
0.3,-3904.48283034715,0
0.3,-3905.098932877454,0
0.3,-3904.405817530862,0
0.3,-4011.020383429744,0
0.3,-3904.2517918982867,0
0.3,-3906.1771123054864,0
0.3,-3905.4069841426062,0
0.3,-4011.022324553669,0
0.3,-3905.483996958894,0
0.3,-3905.098932877454,0
0.3,-4011.0200436318846,0
0.3,-3904.8678944285903,0
0.3,-4011.0191223730985,0
0.3,-3904.09776626571,0
0.3,-3905.329971326318,0
0.3,-3904.6368559797265,0
0.3,-3904.405817530862,0
0.3,-3904.790881612302,0
0.3,-3905.63802259147,0
0.3,-3905.098932877454,0
0.3,-3904.020753449422,0
0.3,-3905.4069841426062,0
0.3,-3905.561009775182,0
0.3,-3904.5598431634385,0
0.3,-3904.8678944285903,0
0.3,-3904.86789442859,0
0.3,-3904.4828303471504,0
0.3,-4011.022324553669,0
0.4,-3903.9437406331344,0
0.4,-3905.4069841426062,0
0.4,-3904.8678944285903,0
0.4,-4011.0111421362994,0
0.4,-4011.020558685985,0
0.4,-3905.3299713263173,0
0.4,-3904.7908816123017,0
0.4,-3904.48283034715,0
0.4,-3905.329971326318,0
0.4,-3904.5598431634376,0
0.4,-3904.7908816123017,0
0.4,-3905.1759456937416,0
0.4,-3904.328804714574,0
0.4,-4011.020558685985,0
0.4,-3906.254125121773,0
0.4,-4011.0775198822002,0
0.4,-3905.6380225914695,0
0.4,-3905.483996958894,0
0.4,-3905.0219200611655,0
0.4,-3905.25295851003,0
0.4,-4011.0111421362994,0
0.4,-3905.0219200611655,0
0.4,-4011.020558685985,0
0.4,-3904.6368559797256,0
0.4,-3905.098932877454,0
0.4,-3905.6380225914695,0
0.4,-4011.021520186842,0
0.4,-3905.4069841426053,0
0.4,-3905.561009775182,0
0.4,-4011.028478469274,0
0.4,-3905.4069841426062,0
0.4,-3904.86789442859,0
0.4,-3904.5598431634376,0
0.4,-4011.0777626508707,0
0.4,-4011.0111421362994,0
0.4,-4011.0141694057293,0
0.4,-3906.1000994891983,0
0.4,-3903.866727816846,0
0.4,-3904.4058175308624,0
0.4,-3905.63802259147,0
0.4,-4011.0777626508707,0
0.4,-4011.028478469274,0
0.4,-3905.792048224046,0
0.4,-4011.0226745921323,0
0.4,-3905.561009775182,0
0.4,-3904.790881612302,0
0.4,-4011.020558685985,0
0.4,-3905.8690610403332,0
0.4,-3905.25295851003,0
0.4,-3906.7162020195024,0
0.4,-3904.9449072448774,0
0.4,-3904.7138687960137,0
0.4,-3905.4069841426062,0
0.4,-3904.4828303471504,0
0.4,-3904.8678944285903,0
0.4,-3905.5610097751814,0
0.4,-3905.715035407757,0
0.4,-4011.021520186842,0
0.4,-3905.715035407758,0
0.4,-3904.5598431634376,0
0.4,-3904.48283034715,0
0.4,-3905.25295851003,0
0.4,-3905.0219200611655,0
0.4,-3904.7138687960137,0
0.4,-3904.1747790819986,0
0.4,-3905.4069841426062,0
0.4,-4011.0141694057293,0
0.4,-3904.020753449422,0
0.4,-4011.02031592655,0
0.4,-3905.25295851003,0
0.4,-3904.48283034715,0
0.4,-3904.6368559797256,0
0.4,-3904.9449072448783,0
0.4,-4011.063669164455,0
0.4,-3905.4069841426053,0
0.4,-4011.020558685985,0
0.4,-3905.0219200611655,0
0.4,-3905.25295851003,0
0.4,-3904.5598431634376,0
0.4,-3904.8678944285903,0
0.4,-3904.1747790819977,0
0.4,-3904.4828303471504,0
0.4,-3904.328804714574,0
0.4,-3904.86789442859,0
0.4,-3904.713868796014,0
0.4,-3904.8678944285903,0
0.4,-3904.6368559797265,0
0.4,-4011.022372266717,0
0.4,-3905.483996958894,0
0.4,-4011.0226745921323,0
0.4,-3904.251791898286,0
0.4,-3906.2541251217745,0
0.4,-3903.866727816846,0
0.4,-3904.09776626571,0
0.4,-3904.2517918982867,0
0.4,-3905.8690610403332,0
0.4,-4011.0777626508707,0
0.4,-3903.8667278168464,0
0.4,-3904.7138687960137,0
0.4,-3904.1747790819977,0
0.5,-3905.7150354077585,0
0.5,-3905.098932877454,0
0.5,-3903.789715000558,0
0.5,-3904.328804714574,0
0.5,-4011.023623211625,0
0.5,-3906.485163570638,0
0.5,-3904.5598431634376,0
0.5,-3905.561009775182,0
0.5,-3904.48283034715,0
0.5,-3904.8678944285903,0
0.5,-3904.86789442859,0
0.5,-3905.9460738566218,0
0.5,-4011.028022035129,0
0.5,-3904.5598431634385,0
0.5,-3905.6380225914704,0
0.5,-3905.0219200611655,0
0.5,-3904.790881612302,0
0.5,-3905.098932877454,0
0.5,-3904.9449072448774,0
0.5,-3904.8678944285903,0
0.5,-4011.022466874032,0
0.5,-3904.8678944285903,0
0.5,-3905.5610097751824,0
0.5,-3905.4069841426062,0
0.5,-3905.4069841426062,0
0.5,-3904.1747790819977,0
0.5,-3905.175945693742,0
0.5,-3905.25295851003,0
0.5,-3904.7138687960137,0
0.5,-4011.020056567138,0
0.5,-3904.713868796014,0
0.5,-3904.9449072448783,0
0.5,-3905.561009775182,0
0.5,-3904.0207534494225,0
0.5,-3905.2529585100297,0
0.5,-3905.63802259147,0
0.5,-4011.019962666868,0
0.5,-4011.023623211625,0
0.5,-3904.4058175308624,0
0.5,-3904.7138687960137,0
0.5,-3904.86789442859,0
0.5,-3905.25295851003,0
0.5,-3904.7138687960137,0
0.5,-3905.8690610403332,0
0.5,-3905.8690610403346,0
0.5,-3904.328804714574,0
0.5,-3905.175945693742,0
0.5,-3905.0219200611664,0
0.5,-3905.098932877454,0
0.5,-3904.713868796014,0
0.5,-3904.328804714574,0
0.5,-3904.405817530862,0
0.5,-4011.023623211625,0
0.5,-4011.019962666868,0
0.5,-3904.4828303471504,0
0.5,-3904.405817530862,0
0.5,-3904.251791898286,0
0.5,-3904.86789442859,0
0.5,-3906.4081507543497,0
0.5,-3904.9449072448783,0
0.5,-4011.0219110249377,0
0.5,-3904.251791898286,0
0.5,-3905.4069841426062,0
0.5,-3905.3299713263173,0
0.5,-4011.028022035129,0
0.5,-3904.09776626571,0
0.5,-3904.328804714574,0
0.5,-3905.1759456937416,0
0.5,-3904.5598431634385,0
0.5,-3905.175945693742,0
0.5,-3904.9449072448783,0
0.5,-3904.790881612302,0
0.5,-3904.7908816123017,0
0.5,-3905.3299713263173,0
0.5,-3905.175945693742,0
0.5,-3905.175945693742,0
0.5,-3904.6368559797256,0
0.5,-4011.028022035129,0
0.5,-3904.8678944285903,0
0.5,-3904.6368559797256,0
0.5,-4011.015941432238,0
0.5,-4011.015941432238,0
0.5,-3905.175945693742,0
0.5,-3903.943740633134,0
0.5,-3906.100099489198,0
0.5,-3905.175945693742,0
0.5,-4011.022466874032,0
0.5,-3904.7908816123017,0
0.5,-3905.715035407758,0
0.5,-3904.5598431634376,0
0.5,-3904.48283034715,0
0.5,-3904.6368559797265,0
0.5,-3905.715035407758,0
0.5,-3904.4828303471504,0
