quartile,mean_profit,lambda_may
0.1,-4011.849831875197,0
0.1,-4011.8851026086127,0
0.1,-4011.879449638598,0
0.1,-4011.87844868955,0
0.1,-4011.8777584829145,0
0.1,-4011.881443074488,0
0.1,-4011.890089214623,0
0.1,-4011.866497791455,0
0.1,-4011.873199596498,0
0.1,-4011.8738411971444,0
0.1,-4011.865415609099,0
0.1,-4011.8599202447417,0
0.1,-4011.8888611642606,0
0.1,-4011.8831161670128,0
0.1,-4011.898110192077,0
0.1,-4011.882279683858,0
0.1,-4011.878949908856,0
0.1,-4011.8816139736477,0
0.1,-4011.8822764243178,0
0.1,-4011.8609873557743,0
0.1,-4011.8688099745805,0
0.1,-4011.879735543995,0
0.1,-4011.8566132473884,0
0.1,-4011.922654180464,0
0.1,-4011.8812555747627,0
0.1,-4011.872119070893,0
0.1,-4011.879360419511,0
0.1,-4011.8684789566696,0
0.1,-4011.881412097655,0
0.1,-4011.8602520223194,0
0.1,-4011.8750433749965,0
0.1,-4011.8692654596466,0
0.1,-4011.9072862005387,0
0.1,-4011.8846308813145,0
0.1,-4011.8752512702354,0
0.1,-4011.8750371940887,0
0.1,-4011.8689674925076,0
0.1,-4011.8846784459865,0
0.1,-4011.872387479692,0
0.1,-4011.904014744626,0
0.1,-4011.8585623032204,0
0.1,-4011.890724417802,0
0.1,-4011.8622577709725,0
0.1,-4011.8806591648613,0
0.1,-4011.877403506008,0
0.1,-4011.8823190285434,0
0.1,-4011.8726668767395,0
0.1,-4011.870239959646,0
0.1,-4011.8518025101725,0
0.1,-4011.889773669095,0
0.1,-4011.9059726979276,0
0.1,-4011.8716959624653,0
0.1,-4011.891599684638,0
0.1,-4011.8858794577986,0
0.1,-4011.8817199177233,0
0.1,-4011.9018156755706,0
0.1,-4011.871767880546,0
0.1,-4011.8797490140414,0
0.1,-4011.874901246611,0
0.1,-4011.863952236619,0
0.1,-4011.884472244731,0
0.1,-4011.880491437268,0
0.1,-4011.8724987058213,0
0.1,-4011.889229927561,0
0.1,-4011.8684789566696,0
0.1,-4011.914688896822,0
0.1,-4011.884337111898,0
0.1,-4011.8856869426763,0
0.1,-4011.8630187311396,0
0.1,-4011.87154954115,0
0.1,-4011.8791449830196,0
0.1,-4011.868791388932,0
0.1,-4011.9103197723125,0
0.1,-4011.885098954269,0
0.1,-4011.8772220535043,0
0.1,-4011.872915884305,0
0.1,-4011.8862773883375,0
0.1,-4011.88016387698,0
0.1,-4011.8849060266625,0
0.1,-4011.8745293890543,0
0.1,-4011.877887621673,0
0.1,-4011.883953488572,0
0.1,-4011.882738422211,0
0.1,-4011.878366782646,0
0.1,-4011.860837279011,0
0.1,-4011.887293032016,0
0.1,-4011.8579260916395,0
0.1,-4011.888745578586,0
0.1,-4011.8709202276955,0
0.1,-4011.8689618074045,0
0.1,-4011.869510011417,0
0.1,-4011.8739539083886,0
0.1,-4011.8516450197817,0
