quartile,mean_profit,lambda_may
0.1,-4013.491307405351,0
0.1,-4013.5020093250832,0
0.1,-4013.4831106355823,0
0.1,-4013.486614247157,0
0.1,-4013.4900518918816,0
0.1,-4013.4993055882946,0
0.1,-4013.4984597657576,0
0.1,-4013.499335348874,0
0.1,-4013.5076583649366,0
0.1,-4013.5023940143874,0
0.1,-4013.486908751665,0
0.1,-4013.500519644751,0
0.1,-4013.5105884200316,0
0.1,-4013.5002857489208,0
0.1,-4013.4901385336448,0
0.1,-4013.492155657514,0
0.1,-4013.4889076554473,0
0.1,-4013.4875820240172,0
0.1,-3904.7138687960137,0
0.1,-4013.5027139338627,0
0.1,-4013.4918637965193,0
0.1,-4013.497781258244,0
0.1,-4013.504398665351,0
0.1,-4013.4896607087944,0
0.1,-3904.86789442859,0
0.1,-4013.486614247157,0
0.1,-4013.4893013446776,0
0.1,-3905.1759456937416,0
0.1,-4013.5008215618677,0
0.1,-4013.499825786263,0
0.1,-4013.497781258244,0
0.1,-4013.4970103965234,0
0.1,-4013.500341162373,0
0.1,-4013.48902561299,0
0.1,-4013.503128883838,0
0.1,-4013.5002857489208,0
0.1,-4013.502396681334,0
0.1,-4013.499593193982,0
0.1,-4013.4969637967793,0
0.1,-4013.4994937256097,0
0.1,-4013.4991827828035,0
0.1,-4013.5038074398776,0
0.1,-4013.5033783409353,0
0.1,-4013.4994937256097,0
0.1,-4013.4999849754795,0
0.1,-4013.4926615575255,0
0.1,-4013.50360747252,0
0.1,-3906.0230866729103,0
0.1,-4013.499593193982,0
0.1,-4013.5036524344077,0
0.1,-4013.4997892958636,0
0.1,-4013.5056374467563,0
0.1,-4013.4941065004864,0
0.1,-4013.5010082604886,0
0.1,-4013.498113324854,0
0.1,-4013.4997892958636,0
0.1,-4013.501141877563,0
0.1,-4013.506270950161,0
0.1,-4013.4894057276224,0
0.1,-4013.506286766362,0
0.1,-4013.498567287809,0
0.1,-4013.500582209723,0
0.1,-3905.9460738566227,0
0.1,-4013.4989137450652,0
0.1,-4013.4862813425975,0
0.1,-4013.501840800213,0
0.1,-4013.4889076554473,0
0.1,-4013.5046369979523,0
0.1,-4013.4940277756223,0
0.1,-4013.4986951802484,0
0.1,-4013.4999849754795,0
0.1,-4013.4900518918816,0
0.1,-4013.4930157392064,0
0.1,-4013.5011744945095,0
0.1,-4013.5019104387547,0
0.1,-4013.499335348874,0
0.1,-4013.5008516860207,0
0.1,-4013.503987803459,0
0.1,-4013.4880058639956,0
0.1,-4013.4864788438213,0
0.1,-4013.4984597657576,0
0.1,-4013.4997892958636,0
0.1,-4013.492982275812,0
0.1,-4013.501010703348,0
0.1,-3904.790881612302,0
0.1,-4013.491472734374,0
0.1,-4013.501047756628,0
0.1,-3905.175945693742,0
0.1,-4013.498113324854,0
0.1,-4013.4960099423292,0
0.1,-4013.5054499188486,0
0.1,-4013.4959376269626,0
0.1,-4013.498235221874,0
0.1,-4013.498567287809,0
0.1,-4013.499335348874,0
0.1,-4013.4841376305994,0
0.1,-4013.4847919211174,0
0.1,-4013.4997892958636,0
0.1,-4013.4904319909547,0
0.1,-3904.020753449422,0
0.2,-4013.474311397961,0
0.2,-4013.4990343565278,0
0.2,-4013.479523190264,0
0.2,-4013.4676041898774,0
0.2,-4013.487950375007,0
0.2,-4013.501270776338,0
0.2,-4013.4962065988334,0
0.2,-4013.4797842040734,0
0.2,-3905.0219200611664,0
0.2,-4013.4836933547767,0
0.2,-4013.484909264234,0
0.2,-4013.459260108411,0
0.2,-4013.4590457091026,0
0.2,-4013.497616330434,0
