quartile,mean_profit,lambda_may
0.1,-3904.48283034715,0
0.1,-3905.0219200611664,0
0.1,-4010.6365052967603,0
0.1,-3904.09776626571,0
0.1,-3904.5598431634385,0
0.1,-3904.790881612302,0
0.1,-3905.6380225914704,0
0.1,-3904.6368559797256,0
0.1,-3905.329971326318,0
0.1,-3905.8690610403337,0
0.1,-3905.561009775182,0
0.1,-3904.328804714574,0
0.1,-3905.9460738566213,0
0.1,-3904.4828303471504,0
0.1,-3904.4058175308624,0
0.1,-4010.6365052967603,0
0.1,-4010.6365052967603,0
0.1,-3905.25295851003,0
0.1,-3904.86789442859,0
0.1,-3904.09776626571,0
0.1,-3905.4069841426053,0
0.1,-4010.6370435042963,0
0.1,-3905.0219200611655,0
0.1,-3905.3299713263173,0
0.1,-3905.175945693742,0
0.1,-4010.6365052967603,0
0.1,-3904.7138687960137,0
0.1,-3905.792048224045,0
0.1,-4010.6369226037655,0
0.1,-3904.1747790819977,0
0.1,-3905.4069841426053,0
0.1,-3906.02308667291,0
0.1,-4010.6369226037655,0
0.1,-4010.636868399209,0
0.1,-3905.098932877454,0
0.1,-3904.48283034715,0
0.1,-3904.328804714574,0
0.1,-3904.328804714574,0
0.1,-3904.713868796014,0
0.1,-3904.251791898286,0
0.1,-3904.328804714574,0
0.1,-3905.0219200611655,0
0.1,-4010.6365052967603,0
0.1,-4010.6365052967603,0
0.1,-3905.25295851003,0
0.1,-3904.405817530862,0
0.1,-3905.9460738566213,0
0.1,-4010.6370435042963,0
0.1,-3905.561009775182,0
0.1,-3905.175945693742,0
0.2,-3904.6368559797256,0
0.2,-3903.789715000558,0
0.2,-3904.7138687960137,0
0.2,-4010.63636800017,0
0.2,-3906.177112305486,0
0.2,-4010.63348413328,0
0.2,-3906.0230866729103,0
0.2,-4010.6319868305577,0
0.2,-3905.25295851003,0
0.2,-3906.02308667291,0
0.2,-3904.020753449422,0
0.2,-3904.6368559797256,0
0.2,-4010.6337995454746,0
0.2,-3905.175945693742,0
0.2,-3905.561009775182,0
0.2,-3904.86789442859,0
0.2,-3905.561009775182,0
0.2,-3905.483996958894,0
0.2,-4010.63636800017,0
0.2,-3905.4839969588934,0
0.2,-4010.6344232147317,0
0.2,-3904.48283034715,0
0.2,-3905.1759456937416,0
0.2,-3905.0219200611655,0
0.2,-3904.7138687960137,0
0.2,-3904.790881612302,0
0.2,-3904.2517918982867,0
0.2,-4010.6326623347013,0
0.2,-3904.09776626571,0
0.2,-3904.405817530862,0
0.2,-3904.1747790819977,0
0.2,-3905.4069841426062,0
0.2,-3905.175945693742,0
0.2,-3905.25295851003,0
0.2,-3904.7138687960137,0
0.2,-3904.7908816123017,0
0.2,-3904.8678944285903,0
0.2,-3905.792048224046,0
0.2,-3905.0219200611664,0
0.2,-3904.3288047145743,0
0.2,-3904.8678944285903,0
0.2,-3904.328804714574,0
0.2,-3906.3311379380616,0
0.2,-3905.0219200611664,0
0.2,-3904.48283034715,0
0.2,-3904.3288047145743,0
0.2,-3904.7908816123017,0
0.2,-3904.405817530862,0
0.2,-4010.6364198314436,0
0.2,-3905.329971326318,0
0.3,-3905.098932877454,0
0.3,-4010.636865884884,0
0.3,-3904.5598431634376,0
0.3,-4010.6366909337485,0
0.3,-3905.1759456937416,0
0.3,-3904.86789442859,0
0.3,-3905.715035407758,0
0.3,-3905.0219200611664,0
0.3,-3904.1747790819986,0
0.3,-4010.634005700289,0
0.3,-4010.636802019434,0
0.3,-3904.8678944285903,0
0.3,-3905.3299713263173,0
0.3,-3904.8678944285903,0
0.3,-4010.6366909337485,0
0.3,-4010.634005700289,0
0.3,-3904.48283034715,0
0.3,-3904.3288047145743,0
0.3,-3905.329971326318,0
0.3,-3905.2529585100297,0
0.3,-3905.6380225914695,0
0.3,-3904.9449072448783,0
0.3,-3904.5598431634385,0
0.3,-3904.7908816123017,0
0.3,-3905.8690610403337,0
0.3,-4010.6366909337485,0
0.3,-4010.6366909337485,0
0.3,-3905.175945693742,0
0.3,-3904.3288047145743,0
0.3,-3905.3299713263173,0
0.3,-4010.636865884884,0
0.3,-4010.636865884884,0
0.3,-3904.7908816123017,0
0.3,-3904.405817530862,0
0.3,-3904.1747790819977,0
0.3,-3904.713868796014,0
0.3,-3904.86789442859,0
0.3,-3905.329971326318,0
0.3,-3905.25295851003,0
0.3,-3904.9449072448783,0
0.3,-3905.098932877454,0
0.3,-3904.405817530862,0
0.3,-4010.634005700289,0
0.3,-3905.3299713263173,0
0.3,-3903.9437406331344,0
0.3,-3905.8690610403346,0
0.3,-3905.098932877454,0
0.3,-3904.328804714574,0
0.3,-3905.4069841426053,0
0.3,-3906.177112305486,0
0.4,-3904.6368559797256,0
0.4,-3904.9449072448783,0
0.4,-3904.4058175308624,0
0.4,-3905.0219200611664,0
0.4,-3903.943740633134,0
0.4,-4010.6370435042963,0
0.4,-3904.020753449422,0
0.4,-3905.0989328774535,0
0.4,-3905.329971326318,0
0.4,-3905.0989328774535,0
0.4,-3905.098932877454,0
0.4,-3904.0207534494225,0
0.4,-3904.8678944285903,0
0.4,-3904.9449072448783,0
0.4,-3904.9449072448774,0
0.4,-4010.6703281059813,0
0.4,-3904.4828303471504,0
0.4,-3904.4058175308624,0
0.4,-4010.636092833735,0
0.4,-3904.86789442859,0
0.4,-3904.3288047145743,0
0.4,-3905.1759456937416,0
0.4,-3905.3299713263173,0
0.4,-4010.6370435042963,0
0.4,-3904.405817530862,0
0.4,-3905.0219200611655,0
0.4,-3905.792048224045,0
0.4,-3904.7138687960137,0
0.4,-3903.789715000558,0
0.4,-4010.6368011760774,0
