quartile,mean_profit,lambda_may
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.6365052967603,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.636209291236,0
0.1,-4010.636209291236,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.6369226037655,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.6365052967603,0
0.1,-4010.636209291236,0
0.1,-4010.636209291236,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.636209291236,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.636209291236,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.1,-4010.63638439623,0
0.2,-4010.626838996998,0
0.2,-4010.626404935539,0
0.2,-4010.6261360482113,0
0.2,-4010.626505280401,0
0.2,-4010.6267741678016,0
0.2,-4010.627051763866,0
0.2,-4010.626505280401,0
0.2,-4010.628917924126,0
0.2,-4010.627051763866,0
0.2,-4010.626505280401,0
0.2,-4010.6268767131273,0
0.2,-4010.6261360482113,0
0.2,-4010.627263560226,0
0.2,-4010.626579986214,0
0.2,-4010.6272829361205,0
0.2,-4010.626505280401,0
0.2,-4010.627014047749,0
0.2,-4010.627263560226,0
0.2,-4010.626311098876,0
0.2,-4010.626311098876,0
0.2,-4010.626934763346,0
0.2,-4010.626505280401,0
0.2,-4010.6265991171194,0
0.2,-4010.626311098876,0
0.2,-4010.6268767131273,0
0.2,-4010.626311098876,0
0.2,-4010.626579986214,0
0.2,-4010.627051763866,0
0.2,-4010.6267828757727,0
0.2,-4010.627088509444,0
0.2,-4010.6289942682206,0
0.2,-4010.626311098876,0
0.2,-4010.6268767131273,0
0.2,-4010.627263560226,0
0.2,-4010.626311098876,0
0.2,-4010.628917924126,0
0.2,-4010.626579986214,0
0.2,-4010.6267828757727,0
0.2,-4010.626505280401,0
0.2,-4010.6267741678016,0
0.2,-4010.6267828757727,0
0.2,-4010.626311098876,0
0.2,-4010.626579986214,0
0.2,-4010.6267741678016,0
0.2,-4010.6274583800705,0
0.2,-4010.626311098876,0
0.2,-4010.6261360482113,0
0.2,-4010.6269866031735,0
0.2,-4010.626311098876,0
0.2,-4010.626311098876,0
0.3,-4010.6339451772333,0
0.3,-4010.6334589245394,0
0.3,-4010.6337771538415,0
0.3,-4010.6334589245394,0
0.3,-4010.6336064882325,0
0.3,-4010.633924717663,0
0.3,-4010.6333520133917,0
0.3,-4010.6337771538415,0
0.3,-4010.633924717663,0
0.3,-4010.634491907261,0
0.3,-4010.6340927410906,0
0.3,-4010.6334589245394,0
0.3,-4010.633924717663,0
0.3,-4010.6339547730217,0
0.3,-4010.633924717663,0
0.3,-4010.634491907261,0
0.3,-4010.6334589245394,0
0.3,-4010.6340927410906,0
