Node,Centrality,Centrality_Decile
0,0.05366999002193358,0.1
1,0.06561972837740805,0.1
2,0.1569767226741644,0.3
3,0.08315106194253276,0.1
4,0.15879119671021738,0.3
5,0.2493311654835358,0.5
6,0.12366032739695086,0.2
7,0.35217467572948863,0.6
8,0.23521241337433624,0.5
9,0.15485313077631244,0.3
10,0.17237479979225856,0.3
11,0.2426841801031737,0.5
12,0.3969285783271869,0.7
13,0.2482564356310047,0.5
14,0.27552056331712566,0.5
15,0.2552622668297209,0.5
16,0.12446739141504409,0.2
17,0.16196002465503784,0.3
18,0.19720771330951903,0.4
19,0.4760593347605285,0.8
20,0.7261528834562849,1.0
21,0.4620201601835279,0.8
22,0.33805324110634777,0.6
23,0.38997506904063034,0.7
24,0.5707650126780534,0.9
25,0.39437689672406373,0.7
26,0.6566846443078006,1.0
27,0.47144523972710933,0.8
28,0.5338378110317863,0.9
29,0.4730233243144725,0.8
30,0.37693277832651845,0.6
31,0.30845714722103085,0.6
32,0.3324893019424935,0.6
33,0.4936085858695474,0.8
34,0.29559258167999614,0.6
35,0.48203796210566346,0.8
36,0.47298329929470395,0.8
37,0.39554716379796917,0.7
38,0.15545596686286586,0.3
39,0.1412444420204397,0.2
40,0.056546650603490095,0.1
41,0.1540314322990648,0.3
42,0.09495620027647803,0.1
43,0.17664098986190183,0.3
44,0.11378798183088838,0.2
45,0.07264710165956234,0.1
46,0.21958964266898823,0.4
47,0.2402671209095555,0.5
48,0.12411646849194918,0.2
49,0.13369685646886514,0.2
50,0.056337720938799914,0.1
51,0.29439500294839116,0.6
52,0.23170767575580054,0.4
53,0.19351611406940655,0.4
54,0.5891178575746324,1.0
55,0.5924569017437353,1.0
56,0.22156220195357404,0.4
57,0.39431185979413885,0.7
58,0.561266591641202,0.9
59,0.28442369242981963,0.6
60,0.1753704492778446,0.3
61,0.11004169759841563,0.1
62,0.10719552211046009,0.1
63,0.05832613838041084,0.1
64,0.1444622744698426,0.2
65,0.20437397381769015,0.4
66,0.19725028897679092,0.4
67,0.21591349302757398,0.4
68,0.19742829981833485,0.4
69,0.2338632532865418,0.5
70,0.2328077607005753,0.4
71,0.249675142380252,0.5
72,0.21833097157114315,0.4
73,0.18922830709237484,0.4
74,0.3407761323819894,0.6
75,1.0723700226326676,1.0
76,0.28991697647650233,0.6
77,0.39390184817762214,0.7
78,0.5319309107232842,0.9
79,0.2811006792995753,0.5
80,0.3666680172318711,0.6
81,0.7185785638801749,1.0
82,0.37707431326976826,0.7
83,0.4746021567056714,0.8
84,0.3813062351778499,0.7
85,0.43338271660337185,0.7
86,0.4796756462845561,0.8
87,0.3769479513897333,0.6
88,0.4157245668020237,0.7
89,0.6794893857873379,1.0
90,0.6584553624057131,1.0
91,0.6285917233633292,1.0
92,0.15973349703236772,0.3
93,0.06885334227229882,0.1
94,0.12589722266341072,0.2
95,0.11386592676491053,0.2
96,0.12650385650411922,0.2
97,0.15267421136782794,0.2
98,0.1652652414075897,0.3
99,0.12578621152944106,0.2
100,0.10202716316979352,0.1
101,0.27993081771120243,0.5
102,0.5506711576841344,0.9
103,0.5769814601154464,1.0
104,0.5743367030910874,0.9
105,0.5025947567794805,0.8
106,0.5664322067113994,0.9
107,0.5056711173412658,0.9
108,0.48822795829141463,0.8
109,0.477008537823929,0.8
110,0.6238300406239661,1.0
111,0.4227184241141133,0.7
112,0.6089956306431485,1.0
113,0.5122782287767496,0.9
114,0.5672228985050362,0.9
115,0.5417753234445906,0.9
