Field ID,Year,Sprays,Herbicide Sprays,Fungicide Cost,Herbicide Cost
27,2017,0.0,0,0.0,0.0
28,2017,0.0,0,0.0,0.0
29,2017,0.0,1,0.0,33.185255755082196
30,2017,0.0,0,0.0,0.0
31,2017,0.0,1,0.0,33.185255755082196
32,2017,0.0,1,0.0,33.185255755082196
33,2017,0.0,1,0.0,33.185255755082196
34,2017,0.0,1,0.0,33.185255755082196
35,2017,0.0,0,0.0,0.0
36,2017,0.0,0,0.0,0.0
37,2017,0.0,0,0.0,0.0
38,2017,0.0,0,0.0,0.0
39,2017,0.0,0,0.0,0.0
40,2017,0.0,0,0.0,0.0
41,2017,0.0,0,0.0,0.0
42,2017,0.0,0,0.0,0.0
43,2017,1.0,1,52.29085177586025,54.371291635038986
44,2017,0.0,1,0.0,33.185255755082196
45,2017,0.0,1,0.0,33.185255755082196
46,2017,0.0,1,0.0,33.185255755082196
47,2017,0.0,1,0.0,33.185255755082196
48,2017,0.0,1,0.0,33.185255755082196
49,2017,0.0,1,0.0,33.185255755082196
50,2017,0.0,1,0.0,33.185255755082196
51,2017,0.0,1,0.0,33.185255755082196
52,2017,0.0,1,0.0,33.185255755082196
53,2017,0.0,1,0.0,33.185255755082196
54,2017,0.0,1,0.0,33.185255755082196
55,2017,0.0,1,0.0,33.185255755082196
57,2017,0.0,0,0.0,0.0
58,2017,0.0,1,0.0,33.185255755082196
59,2017,0.0,1,0.0,33.185255755082196
60,2017,0.0,0,0.0,0.0
61,2017,0.0,0,0.0,0.0
63,2017,0.0,0,0.0,0.0
64,2017,0.0,1,0.0,33.185255755082196
65,2017,0.0,1,0.0,33.185255755082196
66,2017,0.0,1,0.0,33.185255755082196
67,2017,0.0,1,0.0,33.185255755082196
68,2017,0.0,1,0.0,33.185255755082196
69,2017,0.0,1,0.0,33.185255755082196
70,2017,0.0,1,0.0,33.185255755082196
71,2017,0.0,1,0.0,33.185255755082196
72,2017,0.0,1,0.0,33.185255755082196
73,2017,0.0,1,0.0,33.185255755082196
74,2017,0.0,1,0.0,33.185255755082196
75,2017,0.0,0,0.0,0.0
76,2017,0.0,1,0.0,33.185255755082196
77,2017,0.0,1,0.0,33.185255755082196
78,2017,0.0,1,0.0,33.185255755082196
79,2017,0.0,0,0.0,0.0
80,2017,0.0,1,0.0,33.185255755082196
81,2017,0.0,1,0.0,33.185255755082196
82,2017,0.0,0,0.0,0.0
83,2017,0.0,1,0.0,33.185255755082196
85,2017,0.0,0,0.0,0.0
86,2017,0.0,0,0.0,0.0
87,2017,0.0,1,0.0,33.185255755082196
88,2017,0.0,0,0.0,0.0
90,2017,0.0,0,0.0,0.0
91,2017,0.0,1,0.0,33.185255755082196
92,2017,0.0,1,0.0,33.185255755082196
93,2017,0.0,1,0.0,33.185255755082196
94,2017,0.0,1,0.0,33.185255755082196
95,2017,0.0,1,0.0,33.185255755082196
96,2017,0.0,1,0.0,33.185255755082196
97,2017,0.0,2,0.0,66.37051151016439
98,2017,0.0,0,0.0,0.0
99,2017,0.0,2,0.0,66.37051151016439
100,2017,0.0,1,0.0,33.185255755082196
102,2017,0.0,2,0.0,66.37051151016439
103,2017,0.0,0,0.0,0.0
106,2017,0.0,1,0.0,33.185255755082196
107,2017,0.0,0,0.0,0.0
109,2017,0.0,0,0.0,0.0
110,2017,0.0,1,0.0,33.185255755082196
111,2017,0.0,0,0.0,0.0
112,2017,0.0,1,0.0,33.185255755082196
113,2017,0.0,1,0.0,33.185255755082196
114,2017,0.0,0,0.0,0.0
115,2017,0.0,0,0.0,0.0
116,2017,0.0,1,0.0,33.185255755082196
117,2017,0.0,0,0.0,0.0
118,2017,0.0,1,0.0,33.185255755082196
120,2017,0.0,0,0.0,0.0
121,2017,0.0,1,0.0,33.185255755082196
123,2017,0.0,0,0.0,0.0
124,2017,0.0,0,0.0,0.0
125,2017,1.0,1,45.2278362851726,48.044084776582004
126,2017,0.0,0,0.0,0.0
127,2017,1.0,1,45.2278362851726,48.044084776582004
128,2017,1.0,1,45.2278362851726,48.044084776582004
129,2017,1.0,1,45.2278362851726,48.044084776582004
132,2017,0.0,1,0.0,33.185255755082196
133,2017,0.0,0,0.0,0.0
134,2017,0.0,0,0.0,0.0
135,2017,0.0,0,0.0,0.0
136,2017,1.0,1,45.2278362851726,48.044084776582004
