Node,Centrality,Centrality_Decile
0,0.04619171134049495,0.1
1,0.0534508515218281,0.1
2,0.12796430282992935,0.2
3,0.08039660987013028,0.1
4,0.14044809149515458,0.3
5,0.23399169438935208,0.6
6,0.1111173925107486,0.2
7,0.3636449246908154,0.8
8,0.20211647597609167,0.5
9,0.16416137724827468,0.4
10,0.15639765478632076,0.4
11,0.21691954592235002,0.5
12,0.34937108867429406,0.8
13,0.22550561855949725,0.5
14,0.19995465135247803,0.5
15,0.24973233174082154,0.6
16,0.2280710671180056,0.6
17,0.09929091981950228,0.2
18,0.14720499296867778,0.3
19,0.14501857743621718,0.3
20,0.3856103995583611,0.9
21,0.6693240383135843,1.0
22,0.3687600341153336,0.8
23,0.2683435509083922,0.7
24,0.33957469636861093,0.7
25,0.49619015766723634,1.0
26,0.37486545843546254,0.8
27,0.5404482166798744,1.0
28,0.41871314741356586,0.9
29,0.46150058197851723,1.0
30,0.42230480549086435,0.9
31,0.2634916691340307,0.6
32,0.21433609061394274,0.5
33,0.22509919366341488,0.5
34,0.2304240113961163,0.6
35,0.08377884382496133,0.1
36,0.03240335406460029,0.1
37,0.11471777367671847,0.2
38,0.070057502762843,0.1
39,0.16223697796040804,0.4
40,0.1286607459871306,0.2
41,0.04555147906531201,0.1
42,0.13615146503312525,0.3
43,0.14204380523880542,0.3
44,0.03907448654157998,0.1
45,0.22616935434669438,0.5
46,0.17355089835916002,0.5
47,0.1610120393619822,0.4
48,0.40101894410639843,0.9
49,0.40871149273311713,0.9
50,0.16586002826781074,0.5
51,0.26498961949827804,0.6
52,0.37935935509417457,0.8
53,0.231142820806648,0.6
54,0.17146073941947226,0.5
55,0.08297816262145687,0.1
56,0.07878726566463765,0.1
57,0.04422572022663642,0.1
58,0.11256689359315508,0.2
59,0.15384184150207866,0.4
60,0.14641440342101478,0.3
61,0.1571063929970101,0.4
62,0.1454816026988647,0.3
63,0.1609904107994532,0.4
64,0.15043622649454771,0.3
65,0.15982324665690936,0.4
66,0.15647385383328222,0.4
67,0.13515255020754247,0.3
68,0.250085933580667,0.6
69,0.822489177059054,1.0
70,0.24107963596841986,0.6
71,0.30365914605257105,0.7
72,0.47245647457985407,1.0
73,0.2706290673230706,0.7
74,0.2784784983477143,0.7
75,0.22821517690696455,0.6
76,0.4341253755659147,0.9
77,0.2489651470866911,0.6
78,0.3097833790381106,0.7
79,0.37553246559473913,0.8
80,0.41000994804340374,0.9
81,0.26872927871973007,0.7
82,0.3618157763291319,0.8
83,0.4275477739077974,0.9
84,0.273267524610776,0.7
85,0.6311588996646562,1.0
86,0.5946751433823917,1.0
87,0.5463708461019916,1.0
88,0.15748569041130495,0.4
89,0.14295272244533386,0.3
90,0.15784928919051872,0.4
91,0.08647379390765346,0.1
92,0.1710431388995571,0.5
93,0.09583655950711531,0.2
94,0.13711550563894778,0.3
95,0.11093612939853487,0.2
96,0.1250836298262804,0.2
97,0.11962237478121397,0.2
98,0.1136594905758556,0.2
99,0.21528309263335527,0.5
100,0.3689643672661961,0.8
101,0.41153223439666214,0.9
102,0.3774409958479267,0.8
103,0.41598973940720646,0.9
104,0.33772988943741883,0.7
105,0.403645274500243,0.9
106,0.35008754670621517,0.8
107,0.49328610767759395,1.0
108,0.2920901370480167,0.7
109,0.4699476787334473,1.0
110,0.5133880313516187,1.0
111,0.35719104565026083,0.8
112,0.32138792759853335,0.7
